primaryTitle,genres,startYear
The Offering,Horror,2022
Gatham,Thriller,2020
Marutha,"Drama,Family",2022
All Because of You,"Action,Comedy,Romance",2020
Battle of Defense 2,Action,2020
The Trip,"Action,Comedy,Horror",2021
Discreet,"Drama,Romance",2008
Kill Your Darlings,"Biography,Drama,Romance",2013
Gamanam,Drama,2021
SR Kalyanamandapam,"Action,Romance",2021
Aegan,"Action,Comedy,Drama",2008
Dragon Knight,Fantasy,2022
Possession,Horror,2022
Pathonpatham Noottandu,"Action,Drama,History",2022
Simulant,"Action,Crime,Drama",2023
Chaavu Kaburu Challaga,Comedy,2021
Godfather,"Action,Crime,Drama",2022
Gurthunda Seethakalam,"Drama,Romance",2022
Maestro,"Crime,Drama,Music",2021
Footfairy,"Crime,Thriller",2020
Pisasu 2,"Drama,Horror",\N
Hit: The First Case,"Crime,Drama,Mystery",2022
Animal Kingdom,"Crime,Drama,Thriller",2010
Shehzada,"Action,Comedy,Drama",2023
The Cove,"Biography,Crime,Documentary",2009
Enemy,"Action,Drama,Thriller",2021
Mission Majnu,"Action,Drama,History",2023
"Love, Sex & Drugs","Horror,Mystery,Romance",2009
Vikram Vedha,"Action,Crime,Drama",2022
Bholaa Shankar,"Action,Crime,Drama",2023
Velle,"Comedy,Crime,Drama",2021
Maha Samudram,Drama,2021
The Invisible Eye,Drama,2010
The Desperate Hour,"Action,Drama,Thriller",2021
Guest Unwanted,"Crime,Thriller",2022
American Hun Story,"Comedy,Fantasy",2022
Hold Me Tight,Drama,2021
My Policeman,"Drama,Romance",2022
The Ritual Killer,"Crime,Mystery,Thriller",2023
Flee the Light,"Drama,Horror,Mystery",2021
Did You Hear About the Morgans?,"Comedy,Drama,Romance",2009
Ru-Ba-Ru,"Drama,Romance,Thriller",2008
Borat Subsequent Moviefilm,Comedy,2020
Nail Polish,Drama,2021
Raat Baaki Hai,"Drama,Thriller",2021
Vichithiran,"Crime,Drama,Thriller",2022
Olga,"Drama,Sport",2021
Incredible But True,"Comedy,Drama,Fantasy",2022
The Housemaid,"Drama,Thriller",2010
Devil,"Horror,Mystery,Thriller",2010
Coffee Café,Drama,2020
A World of Worlds: Rise of the King,Fantasy,2021
Family Squares,"Comedy,Drama",2022
99 Moons,Drama,2022
Odela Railway Station,"Action,Crime,Drama",2022
Tu Hovein Main Hovan,"Drama,Family,Romance",2023
Confession,"Action,Crime,Drama",2022
Yakuza,"Action,Crime",\N
The American King,Comedy,2020
Dragon Hunter,"Adventure,Comedy,Fantasy",2020
Buckskin,"Action,Drama,Western",2021
Prototype,Sci-Fi,2022
The Other Side of Darkness,"Action,Adventure,Drama",2022
Heart of Hope,"Drama,Family",2021
Incarnation,"Horror,Thriller",2022
Leaving,"Crime,Drama,Romance",2009
A Single Man,"Drama,Romance,Thriller",2009
Love Me Instead,Drama,2021
PR,Drama,2022
Kaanekkaane,"Drama,Thriller",2021
My Wonderful Life,"Comedy,Drama,Romance",2021
The Loved Ones,"Crime,Horror",2009
The Turin Horse,Drama,2011
Plan B,Comedy,2021
3 Demons,Horror,2022
The Last Show,Drama,2021
Dr. Bezbarua 2,"Action,Thriller",2023
Matto Ki Saikil,Drama,2020
Karaali,Drama,2017
Kolara,Drama,2017
Meenakshi,Drama,2017
376 D,"Crime,Thriller",2020
Saleem,"Action,Comedy,Romance",2009
American Virgin,Comedy,2009
Tari Sathe,Family,2021
Shardula,Horror,2020
Rise of the Planet of the Apes,"Action,Drama,Sci-Fi",2011
The Unhealer,"Fantasy,Horror,Sci-Fi",2020
War of the Worlds,"Horror,Sci-Fi,Thriller",2025
Mufasa: The Lion King,"Adventure,Animation,Drama",2024
Bleed with Me,"Horror,Thriller",2020
Sathiya Sodhanai,Comedy,2023
The Evening Show,Thriller,2020
Code of Silence,Crime,2021
It's a Wonderful Afterlife,"Comedy,Drama,Fantasy",2010
Undiscovered Tomb,Adventure,2002
"Goodbye, Petrushka","Comedy,Drama,Romance",2022
Dark October,Horror,2020
Lahore Confidential,"Crime,Drama,Thriller",2021
Check,"Action,Crime,Drama",2021
Sindhanai Sei,"Action,Crime,Drama",2009
Fatwa,Romance,2022
Satyabhama,"Drama,Romance",2007
The Last Exorcism,"Horror,Mystery,Thriller",2010
The Expendables,"Action,Adventure,Thriller",2010
Gulliver's Travels,"Adventure,Comedy,Family",2010
Nothing Personal,Drama,2009
Hanuman klook foon,Action,2008
Petite Maman,"Drama,Fantasy",2021
Float,"Drama,Romance",2023
Chandramukhi,"Drama,Romance",2022
Joji,"Crime,Drama",2021
Swan Song,"Drama,Romance,Sci-Fi",2021
G - Zombie,"Action,Horror,Sci-Fi",2021
Midnight Peepshow,Horror,2022
Alleyway,"Action,Crime,Thriller",2021
Pornographer the Movie: Playback,Romance,2021
Death at a Funeral,"Comedy,Drama",2010
In the Heights,"Drama,Musical,Romance",2021
Oldboy,"Action,Drama,Mystery",2013
Saheber Cutlet,Drama,2020
Manku Bhai Foxy Rani,Drama,2023
Varma,"Drama,Romance",2020
Gangster Squad,"Action,Crime,Drama",2013
Footprints on Water,"Drama,Thriller",2023
Jhootha Hi Sahi,"Comedy,Drama,Romance",2010
Going the Distance,"Comedy,Romance",2010
Amazon Queen,"Action,Drama",2021
Largo Winch II,"Action,Adventure,Thriller",2011
Beast,"Action,Adventure,Drama",2022
Abhijaan,Drama,2022
God's Crooked Lines,"Drama,Mystery,Thriller",2022
Upacharapoorvam Gunda Jayan,"Comedy,Drama,Family",2022
Frozen,"Adventure,Thriller",2010
Kalubai Pavli Navsala,Drama,2009
Nirbandham,"Crime,Thriller",2020
Kalubaichya Naavan Changbhala,Drama,2005
About Dry Grasses,Drama,2023
My Son,"Crime,Drama,Mystery",2021
Umma,"Drama,Horror,Mystery",2022
Despicable Me,"Adventure,Animation,Comedy",2010
Past Lives,"Drama,Romance",2023
The Family,Thriller,2021
Pulse 3,"Horror,Sci-Fi",2008
Rafoo Chakkar: Fun on the Run,"Comedy,Crime,Drama",2008
Wake Up Sid,"Comedy,Drama,Romance",2009
Middle Class Melodies,"Comedy,Drama,Romance",2020
The Mole: Undercover in North Korea,"Documentary,Thriller",2020
DJ Tillu,"Action,Comedy,Romance",2022
Yes I am Student,Drama,2021
Missing: Search vs Revenge,"Mystery,Thriller",2021
Raja Raja Chora,Comedy,2021
Shaadi Mubarak,"Comedy,Romance",2021
Father of the Bride,"Comedy,Drama,Romance",2022
The Twilight Saga: Breaking Dawn - Part 1,"Adventure,Drama,Fantasy",2011
The Twilight Saga: Eclipse,"Action,Adventure,Drama",2010
The Swap,"Crime,Drama",1979
Kanakam Kaamini Kalaham,Comedy,2021
The Outwaters,"Horror,Sci-Fi,Thriller",2022
Adeline,Drama,2022
Hari Singh Nalwa - Champion of the Khalsa Ji,Biography,2022
Kung Fu Zohra,"Action,Comedy,Drama",2021
Thank You Brother!,Thriller,2021
The Cuckold,Drama,2009
Ghar Pe Bataao,Drama,2021
Cholo Potol Tuly,Comedy,2020
Apex,"Action,Drama,Sci-Fi",2021
Untitled Netflix Family Comedy 2021,Comedy,\N
Bull,"Crime,Fantasy,Thriller",2021
Cold Calm,"Horror,Thriller",2020
Iswarya Murugan,Drama,2022
Tsunami,Comedy,2021
Kicking the Dog,Comedy,2009
Girl in the Basement,"Crime,Thriller",2021
New Gods: Nezha Reborn,"Action,Animation,Fantasy",2021
Red Cliff II,"Action,Adventure,Drama",2009
Nancy Rani,Comedy,2025
Dev.D,"Comedy,Drama,Romance",2009
Vasanthi,Drama,2021
Brian and Charles,"Comedy,Drama,Sci-Fi",2022
The Lucky One,"Drama,Mystery,Romance",2012
Finded,Drama,2020
Colors of Love,"Drama,Romance",2021
Reptile,"Crime,Drama,Mystery",2023
Let's Dream,"Horror,Sci-Fi,Thriller",2021
Kotthu,"Drama,Thriller",2022
Toscana,"Drama,Romance",2022
The Psychic,"Drama,Thriller",2020
Blood,"Drama,Horror,Thriller",2022
The Battle of Bhima Koregaon,"Action,Biography,Drama",\N
"Wrong Place, Wrong Time","Action,Horror,Thriller",2021
Weekenders,"Comedy,Drama,Romance",2021
Naked: The Lust,Thriller,2020
The Cage of Life,Drama,2020
The Family,Drama,2021
Baa Naale Baa,Drama,2015
Gangotri,"Action,Crime,Drama",2007
New York,"Crime,Drama,Thriller",2009
Napoleon,"Action,Adventure,Biography",2023
Tera Kya Hoga Lovely,"Comedy,Romance",2022
Mobile Suit Gundam: Hathaway,"Action,Animation,Drama",2021
Awake,"Drama,Sport",2020
Christmas Staycation,Comedy,2020
Saltwater: The Battle for Ramree Island,"Action,Horror",2021
Dinosaur Hotel,"Horror,Mystery,Sci-Fi",2021
Nova,Sci-Fi,2021
Reclaim,Drama,2022
Crypto Legacy,"Action,Horror,Thriller",2020
Nizhal,"Drama,Mystery,Thriller",2021
Khiladi,"Action,Crime,Thriller",2022
Mojin: Mysterious Treasure,"Action,Adventure,Fantasy",2020
Pendulum,"Fantasy,Thriller",2023
The Great Indian Kitchen,"Comedy,Drama,Family",2021
China Mobile,Crime,2026
Portrait of a Beauty,"Drama,Romance",2008
Double Threat,"Action,Comedy,Thriller",2022
The Unseen,"Drama,Horror,Thriller",2023
Bomma Blockbuster,"Action,Comedy,Drama",2022
Yellow Gangs,"Crime,Drama,Thriller",2022
Bram Stoker's Van Helsing,Horror,2021
Crazy Uncles,Comedy,2021
The Mystery of Her,Drama,2022
Babysitter,"Comedy,Drama,Mystery",2022
Influencer,"Horror,Mystery,Thriller",2022
Superhost,"Comedy,Horror,Thriller",2021
Thimmarusu: Assignment Vali,Drama,2021
Life,Drama,2014
Doctor Doctor,Comedy,2020
Mancino naturale,"Comedy,Drama",2021
Sakshi,Thriller,2021
Lie Hard,Comedy,2022
Day Shift,"Action,Comedy,Fantasy",2022
Seobok,"Action,Drama,Sci-Fi",2021
Gods of the Deep,"Horror,Sci-Fi,Thriller",2023
Off Track,"Comedy,Drama,Romance",2022
Boy Meets Boy,"Drama,Romance",2021
Tailor,"Comedy,Drama",2020
Kanishka,History,2021
The Lost City,"Action,Adventure,Comedy",2022
Slumberland,"Adventure,Comedy,Drama",2022
Amma Nagamma,"Drama,Fantasy,Thriller",2001
Origin,"Drama,History",2023
American Sicario,"Action,Crime,Drama",2021
Sitsit,"Horror,Thriller",2020
Murder by the Coast,"Crime,Documentary,History",2021
The Wasteland,"Drama,Horror,Mystery",2021
Sir Sir Sarla,Drama,2020
Do Revenge,"Comedy,Drama,Romance",2022
Girl Picture,"Drama,Romance",2022
Movie 43,Comedy,2013
Veetho Vastha,"Action,Comedy,Crime",2008
Kill Plan,Thriller,2021
Ganapath,"Action,Drama,Sci-Fi",2023
Roller Squad,"Action,Comedy,Thriller",2021
Sex Girl 5,"Drama,Romance",2020
Naradan,"Drama,Thriller",2022
Maa Vintha Gaadha Vinuma,Romance,2020
Switzerland,Drama,2020
The Resident,"Crime,Drama,Horror",2011
Sagar Alias Jackie: Reloaded,"Action,Crime",2009
Never Let Me Go,"Drama,Romance",2010
Fortress,Drama,2008
Raavan,"Action,Adventure,Drama",2010
The Perfect Host,"Comedy,Crime,Thriller",2010
Evil Dead Rise,Horror,2023
Bigfoot or Bust,Comedy,2022
Aadavaallu Meeku Johaarlu,"Comedy,Drama,Family",2022
Shyam Singha Roy,"Drama,Romance",2021
Thank You,Drama,2022
Eeswaran,"Action,Drama",2021
The Book of Delights,Drama,2020
Naanga Romba Busy,Comedy,2020
"Good Luck to You, Leo Grande","Comedy,Drama",2022
Thirimali,"Adventure,Comedy",2022
Yakuza and the Family,"Crime,Drama",2020
Sender,Sci-Fi,2020
The Reading,Thriller,2023
47 Ronin,"Action,Drama,Fantasy",2013
Anaganaga O Athidhi,"Drama,Thriller",2020
The Surprise Visit,Thriller,2022
Love Hostel,"Crime,Romance,Thriller",2022
A Letter from Helga,"Drama,Romance",2022
Gully Gang,"Action,Comedy,Romance",2022
Jhansi I.P.S,"Action,Thriller",2021
The Erotic Man,Drama,2010
The Manor,"Horror,Mystery",2021
Black as Night,"Drama,Horror,Thriller",2021
Madres,Horror,2021
Bingo Hell,"Comedy,Horror",2021
The Falling World,Drama,2022
The Pope's Exorcist,"Horror,Thriller",2023
In for a Murder,"Comedy,Thriller",2021
Sridevi Soda Center,"Action,Drama,Romance",2021
Night Shift,"Horror,Thriller",2023
Welcome Home,"Crime,Drama,Horror",2020
Bridge,Drama,2020
Here Out West,Drama,2022
Valiban Suttrum Ulagam,Drama,2012
Asaivam,Drama,2012
Girl's Revenge,Drama,2020
Shark Huntress,"Action,Adventure,Thriller",2021
Cold Case,"Horror,Mystery,Thriller",2021
Jana Gana Mana,"Drama,Thriller",2022
Demonic,"Drama,Horror,Sci-Fi",2021
The Princess,"Biography,Documentary,History",2022
Rajmohol,"Horror,Mystery,Thriller",2005
Suzhal,Drama,2012
19 (1) (a),Drama,2022
Parthudu,\N,1989
Tirugu Bhana,\N,1983
Run,Drama,2022
Ultimate Secrets,Action,2019
The Game,"Drama,History,Thriller",2022
The Crow,"Action,Crime,Fantasy",2024
Terminator Genisys,"Action,Adventure,Sci-Fi",2015
Fresh,"Comedy,Horror,Romance",2022
Burden,"Drama,Romance",2022
Insidious: The Red Door,"Horror,Mystery,Thriller",2023
Quiz Lady,Comedy,2023
The Princess,"Action,Drama,Fantasy",2022
Tinker Tailor Soldier Spy,"Drama,Mystery,Thriller",2011
Raaz: The Mystery Continues,"Horror,Mystery,Thriller",2009
Vasantha Kokila,Thriller,2023
Strain,Drama,2020
Josée,"Drama,Romance",2020
Four Lions,"Comedy,Crime,Drama",2010
How Do You Know,"Comedy,Drama,Romance",2010
Ceremony,"Comedy,Romance",2010
Subjectified: Nine Young Women Talk About Sex,Documentary,2009
Sunny,"Drama,Thriller",2021
The Lost King,"Biography,Drama",2022
Attention Please,Thriller,2021
Sword Art Online: Progressive - Aria of a Starless Night,"Action,Adventure,Animation",2021
Padhinettan Kudi Ellai Arambam,Drama,2011
Stand by Me Doraemon 2,"Animation,Comedy,Drama",2020
Paranoia,"Drama,Mystery,Thriller",2021
Poochandi,Comedy,2021
In the Earth,"Drama,Horror,Mystery",2021
Dhondi Champya - Ek Prem Katha,"Comedy,Drama",2022
Robot Dreams,"Animation,Comedy,Drama",2023
Operation Seawolf,"Action,Adventure,History",2022
Jan.E.Man,Comedy,2021
What's Love Got to Do with It?,"Comedy,Drama,Romance",2022
The Great Gatsby,"Drama,Romance",2013
Zeros and Ones,"Action,Adventure,Mystery",2021
Do Knot Disturb,"Comedy,Drama",2009
A Quiet Place: Day One,"Drama,Horror,Sci-Fi",2024
A Wounded Fawn,Horror,2022
Spitfire Over Berlin,"Action,Drama,War",2022
Dredd,"Action,Crime,Sci-Fi",2012
Time Is Up,"Drama,Romance",2021
All Ladies Do It,"Drama,Thriller",2020
Anaagarigam,Drama,2011
Sabash Sariyana Potti,"Comedy,Drama",2011
Son of India,"Action,Drama,History",2022
Jayanti,Drama,2021
Guru Shishyaru,Comedy,1981
Before They Vanish,Drama,2022
The Ambush,"Action,Drama,War",2021
Sanitation Day,Thriller,2020
Ghost Lab,"Drama,Horror,Thriller",2021
Love Destiny: The Movie,"Comedy,History,Romance",2022
The Medium,"Drama,Horror,Mystery",2021
Hero 420,Comedy,2016
Goldfish,Drama,2023
Jug Jugg Jeeyo,"Comedy,Drama,Family",2022
Hinterland,"Crime,Drama,History",2021
Kodiyil Oruvan,"Action,Drama",2021
Kya Meri Sonam Gupta Bewafa Hai,"Comedy,Romance",2021
Damsel,"Action,Adventure,Fantasy",2024
Monsters of War,"Adventure,Drama,Horror",2021
Graphic Desires,Thriller,2022
Varudu Kaavalenu,Romance,2021
Red Rocket,"Comedy,Drama,Romance",2021
Every Last One of Them,"Action,Thriller",2021
Love You Anyway,Drama,2022
Persuasion,"Comedy,Drama,Romance",2022
Old Man,Thriller,2022
The Chef of South Polar,"Comedy,Drama",2009
Ishqiya,"Comedy,Drama,Romance",2010
The Dark Knight Rises,"Action,Crime,Drama",2012
Kinnerasani,Drama,2022
Prakashan Parakkatte,"Comedy,Drama,Family",2022
Kattu Kathe,Drama,2018
Fantasy,"Drama,Horror,Thriller",2022
MRP,Drama,2022
Expiry Date,"Comedy,Horror",2005
The Battle at Lake Changjin,"Action,Drama,History",2021
Krishnankutty Pani Thudangi,"Horror,Thriller",2021
The Lift,Thriller,2022
Saani Kaayidham,"Action,Crime,Drama",2022
The Lair,"Action,Horror,Sci-Fi",2022
Aaraattu,"Action,Comedy",2022
Never Back Down: Revolt,"Action,Crime,Drama",2021
Sehari,"Comedy,Romance",2022
Have a Nice Life,"Comedy,Drama",2021
Triple Cross,Thriller,2022
Lubdh,"Drama,Thriller",\N
Centaur,"Action,Crime,Drama",2022
Zero Fucks Given,"Comedy,Drama",2021
One Fine Morning,"Drama,Romance",2022
40 Sticks,Thriller,2020
Linoleum,"Drama,Sci-Fi",2022
Stealing Raden Saleh,"Action,Crime,Drama",2022
Gaali Sampath,"Comedy,Drama",2021
1UP,"Comedy,Sport",2022
Kabhi Kabhie,Drama,1978
Antim: The Final Truth,"Action,Crime,Drama",2021
Unpaused,"Drama,Romance",2020
72 Hoorain,"Crime,Drama,Thriller",2019
The Inspection,Drama,2022
Routtu,Drama,2020
Kung Fu Kids Part V: The Adventure of Kung Fu Kids,"Adventure,Comedy",1988
American Siege,"Action,Thriller",2021
From Black,Horror,2023
Suedi,"Comedy,Drama",2021
Alien Invasion,"Sci-Fi,Thriller",2020
Love in Singapore,Comedy,2009
Dà zhangyú,"Action,Fantasy,Horror",2020
No Man of God,"Biography,Crime,Drama",2021
Ghosting Gloria,"Comedy,Drama,Fantasy",2021
Dhamaka,"Action,Crime,Drama",2021
Aatkal Thevai,Drama,2021
Pyaar Impossible,"Comedy,Romance",2010
Rock Hudson: All That Heaven Allowed,"Biography,Documentary",2023
Joyride,"Comedy,Drama",2022
Jack the Giant Slayer,"Action,Adventure,Fantasy",2013
Translations,"Drama,Romance",2023
LLD,Romance,2020
Skin in Flames,"Drama,Mystery,Thriller",2022
An Affair: My Friend's Mom,Drama,2017
Wolf,Thriller,2021
Beau Is Afraid,"Comedy,Drama,Horror",2023
Password,Thriller,2020
Baal Bhaarti,Family,2022
Grotesque,"Horror,Thriller",2009
Nude Nuns with Big Guns,"Action,Comedy,Thriller",2010
Chloe,"Drama,Mystery,Thriller",2009
Asakusa Kid,"Biography,Drama",2021
Ante Sundharaniki,"Comedy,Romance",2022
Flashback,Drama,2025
Meenakshi Sundareshwar,"Comedy,Romance",2021
Kumari,"Horror,Thriller",2022
Mandrake,"Horror,Mystery",2022
Amy and Peter Are Getting Divorced,Comedy,2021
Dowlath,"Action,Drama",2020
Janhit Mein Jaari,"Comedy,Drama,Romance",2022
Yutha Satham,"Action,Drama,Thriller",2022
Gabriel's Inferno: Part Two,Romance,2020
Gabriel's Inferno: Part Three,Romance,2020
Both Sides of the Blade,"Drama,Romance,Thriller",2022
The Wandering Earth II,"Action,Adventure,Drama",2023
Rasaleela,Romance,2012
My Hero Academia: World Heroes' Mission,"Action,Adventure,Animation",2021
Chatrapathi,"Action,Drama",2023
Forbidden Legend of Sex and Chopsticks,"Comedy,Drama",2008
The Wolf Witch,"Fantasy,Mystery,Romance",2020
Karuppankaatu Valasu,Thriller,2020
Kuruthi,Thriller,2021
Onsen jôwa: Yubune de momi gaeri,"Comedy,Drama,Fantasy",2020
Parallel Lines,"Action,Drama,Thriller",2021
Ayan,"Action,Crime,Drama",2009
Veer Gomtesha,Drama,2021
If I Stay,"Comedy,Drama,Fantasy",2014
The Infiltrator,"Biography,Crime,Drama",2016
Passengers,"Drama,Romance,Sci-Fi",2016
Apne 2,Drama,2025
"Murder, Anyone?","Comedy,Crime,Mystery",2022
Black Mass,"Biography,Crime,Drama",2015
Mahaveeryar,"Action,Comedy,Drama",2022
Eesho,Thriller,2022
X,"Horror,Mystery,Thriller",2022
Naam,"Action,Drama,Mystery",2008
Dial 100,"Action,Thriller",2021
Khali Purse of Billionaires,Comedy,2023
Dragon Fury,"Fantasy,Horror,Mystery",2021
The Curse of Humpty Dumpty,"Drama,Horror,Mystery",2021
Little Lies,Comedy,2022
Why You Suck at Golf,Comedy,2020
Back to the Outback,"Adventure,Animation,Comedy",2021
Cheeni,Drama,2020
Vo Ladki,"Drama,Romance",2025
The Sacrifice Zone: The Activist,Thriller,2022
Coup,"Comedy,Crime",2019
Secrets of Sinauli,"Documentary,History",2021
Dhanam,Drama,2008
The Piper,"Fantasy,Horror",2023
North Wind: Broken Time,Animation,2020
Raado,Thriller,2022
The Minimalists: Less Is Now,Documentary,2021
Saajinde,"Action,Comedy,Crime",2021
MobKing,"Drama,Thriller",2023
Psycho Varma,Action,2021
Evil Dead Is Back,Horror,2021
Midnight in a Perfect World,"Horror,Sci-Fi,Thriller",2020
"Son's Girlfriend, Daddy's Girlfriend",Romance,2020
Heat Wave,Drama,2009
The Soul,"Drama,Horror,Mystery",2021
Habji Gabji,"Drama,Thriller",2022
God on the Balcony,Drama,2020
Abu Omar,Drama,2020
American Murderer,"Biography,Crime,Drama",2022
Heart of Stone,"Action,Crime,Thriller",2023
A Perfect Fit,"Comedy,Drama,Romance",2021
The Last Warrior: Root of Evil,"Adventure,Comedy,Family",2021
About Elly,"Drama,Mystery",2009
Biya,Horror,2020
The Harbinger,"Drama,Horror,Mystery",2022
The Bubble,Comedy,2022
Seoul Vibe,"Action,Comedy,Crime",2022
Kadhal Kadhai,"Drama,Romance",2009
Plan B,Crime,2021
Adada Enna Azhagu,Drama,2009
"Love, Sex & Pandemic","Drama,Romance",2022
Thee,Drama,2009
Namma Basava,"Action,Comedy,Romance",2005
Tom & Jerry,"Adventure,Animation,Comedy",2021
Little Dixie,"Action,Crime,Thriller",2023
The Road to Galena,Drama,2022
Just Swipe,"Comedy,Romance",2021
The Nudity,Documentary,2020
Arundhati,"Horror,Mystery,Thriller",2009
Mr & Miss,Romance,2021
8 Uhr 28,"Drama,Romance,Thriller",2010
The Silence,"Crime,Drama,Thriller",2010
Luckdown,Romance,2022
Dagdi Chawl 2,"Crime,Drama",2022
Cryptozoo,"Action,Animation,Crime",2021
Fathom,Documentary,2021
Found,"Documentary,Drama",2021
Homeroom,Documentary,2021
Wildcat,Documentary,2022
Rebel Hearts,Documentary,2021
Moana 2,"Adventure,Animation,Comedy",2024
Star Wars: A Droid Story,"Adventure,Animation,Fantasy",\N
Armor Wars,"Action,Adventure,Drama",\N
Night at the Museum: Kahmunrah Rises Again,"Adventure,Animation,Comedy",2022
Toolsidas Junior,"Drama,Family,Sport",2022
Udumb,Thriller,2021
Girija Kalyanam,\N,1981
Love Accidentally,"Comedy,Romance",2022
Writing with Fire,Documentary,2021
Naughty @ 40,"Comedy,Drama",2011
What Goes Around,Comedy,2009
The Ice Age Adventures of Buck Wild,"Adventure,Animation,Comedy",2022
The Inhabitant,"Horror,Thriller",2022
Sara's,"Comedy,Drama,Romance",2021
Deyyamtho Sahajeevanam,"Horror,Thriller",2022
Matthew Bourne's Romeo and Juliet,Musical,2019
See How They Run,"Comedy,Crime,Mystery",2022
Malayankunju,"Drama,Thriller",2022
Khaidi Rani,"Action,Drama",1986
Premankur,Drama,1993
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,"Action,Adventure,Animation",2021
F3: Fun and Frustration,"Comedy,Family,Romance",2022
Misha and the Wolves,"Documentary,Drama",2021
We're All Going to the World's Fair,"Drama,Fantasy,Horror",2021
How It Ends,"Comedy,Drama",2021
Anbarivu,Drama,2022
Jango,"Sci-Fi,Thriller",2021
Oh My Ghost,Drama,2021
Dote to fûfu to yûrei,Drama,2020
Ranabhoomi,Biography,2020
Madrasapattinam,"Drama,History,Musical",2010
3-D Sex and Zen: Extreme Ecstasy,"Comedy,Drama",2011
Chang Can Dunk,"Drama,Family,Sport",2023
Beasts of No Nation,"Drama,War",2015
If You Were the Last,"Comedy,Romance,Sci-Fi",2023
Emergency,"Comedy,Drama,Thriller",2022
Suncoast,Drama,2024
Belle,"Adventure,Animation,Drama",2021
May December,"Comedy,Drama",2023
Magazine Dreams,Drama,2023
Shrimati Umbrella,Drama,2024
Yaanai,"Action,Drama,Romance",2022
Oh My Dog,"Drama,Family",2022
Drama,Drama,2010
Ezhumalai,Action,2002
Parole,Crime,2022
Madurai Veeran,Drama,2007
Maruthamalai,"Action,Comedy",2007
I.S.S.,"Sci-Fi,Thriller",2023
Thalai Nagaram,Family,2006
Tomb Raider,"Action,Adventure,Fantasy",2018
End of the Road,"Action,Crime,Drama",2022
The Ghosts of Monday,"Horror,Thriller",2022
Mudhal Mudhalai,Drama,2007
Montana Story,Drama,2021
Thirutham,Drama,2007
The Cathedral,Drama,2021
An Amityville Poltergeist,Horror,2020
Code Name Emperor,"Drama,Thriller",2022
The Stranger in Our Bed,"Crime,Mystery,Thriller",2022
The Sitter,Comedy,2011
Miral,"Drama,History",2010
Karthikeya 2,"Action,Adventure,Fantasy",2022
Women Talking,Drama,2022
Madhuram,"Drama,Romance",2021
Adi,"Comedy,Drama,Family",2023
Meow,"Comedy,Drama",2021
Vivaha Bhojanambu,Comedy,2021
Gully Rowdy,Comedy,2021
IRaH,Thriller,2024
Blonde. Purple,"Crime,Drama,Thriller",2021
Cordially Yours,"Crime,Drama,Horror",2022
You Might Get Lost,"Drama,Horror,Sci-Fi",2021
Taalismaan,Fantasy,2025
9 Bullets,"Action,Crime,Thriller",2022
World War Covid,Drama,\N
Swastik Sanket,"Adventure,Drama,Mystery",2022
Tourists,"Crime,Drama,Fantasy",2009
Chargesheet,"Drama,Mystery,Thriller",2011
Sin,Horror,2021
Built to Kill,Horror,2020
Rajaparvai,Action,2021
Shourya,Drama,2010
Meskina,Comedy,2021
Sampathige Saval,Drama,1974
Darling,Comedy,2021
Bhoomika,Drama,2020
Silence: Can You Hear It,"Crime,Thriller",2021
The Immaculate Room,"Drama,Thriller",2022
Upnyaas,Thriller,2022
A California Christmas: City Lights,"Comedy,Drama,Romance",2021
Jayahe,"Action,Drama",2010
99,"Comedy,Crime,Drama",2009
Swapnam,Drama,1995
Pebbles,Drama,2021
Cloud Atlas,"Drama,Mystery,Sci-Fi",2012
Momo in Dubai,"Comedy,Drama,Family",2023
This Is Where I Leave You,"Comedy,Drama",2014
Spider in the Attic,"Horror,Sci-Fi",2021
Bheemante Vazhi,Comedy,2021
Grudge,"Crime,Drama,Mystery",2021
The Witch: Part 2 - The Other One,"Action,Mystery,Thriller",2022
Wafaa,"Drama,Mystery,Romance",2008
420 IPC,Crime,2021
Glasshouse,"Drama,Sci-Fi,Thriller",2021
Aa Dekhen Zara,"Action,Mystery,Sci-Fi",2009
Gumnaam: The Mystery,"Action,Crime",2008
Homejack Quartet,"Crime,Thriller",2018
Photocopier,"Crime,Drama,Mystery",2021
Karthik Calling Karthik,"Drama,Mystery,Romance",2010
Mumbaikar,"Action,Drama,Thriller",2023
Veerabhimanyu,Drama,1965
Doraemon the Movie: Nobita's Little Star Wars 2021,"Action,Adventure,Animation",2022
Habib,Comedy,2022
Kaberi Antardhan,Drama,2023
Vazhakku,"Crime,Drama,Thriller",2022
Pride and Prejudice and Zombies,"Action,Comedy,Fantasy",2016
Upside Down,"Drama,Romance,Sci-Fi",2012
Stabiliti,"Action,Crime,Sci-Fi",2022
Animal,"Action,Crime,Drama",2023
Amar Prem,Drama,2020
The Slam Book,Romance,2023
Inception,"Action,Adventure,Sci-Fi",2010
Grown Ups,Comedy,2010
Race 2,"Action,Crime,Thriller",2013
Star,"Fantasy,Thriller",2021
Scorned,Thriller,2020
Pulikkuthi Pandi,"Action,Drama",2021
Point Blank,"Crime,Drama",2021
Theerppu,"Drama,Thriller",2022
Shaakuntalam,"Drama,Fantasy,Romance",2023
Ne Zha,"Action,Drama,Sport",2021
